,Location,Price,Name,Date,Feature0,Feature1,Feature3,Feature2
663,"49, Phước Lý 9, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng","1,5 triệu/tháng- 15 m2",Cho thuê phòng trọ giá rẻ đường Phước Lý 9,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 1.500.000 đ,
664,"Đường 2/9, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng","1,5 triệu/tháng- 15 m2",Phòng trọ trung tâm Quận Hải Châu,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 200.000 đ,Tình trạng nội thất: Nhà trống
665,"K64/h92, Đường Trần Đình Tri, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,8 triệu/tháng- 15 m2",Cho thuê phòng căn hộ,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 1.000.000 đ,
666,"457 Núi Thành, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng","2,9 triệu/tháng- 3 m2",Iphone 6s plus,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 3 m²,Số tiền cọc: 100.000 đ,
667,"Đường Trần Nhân Tông, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",2 triệu/tháng- 32 m2,Cho thuê phòng trọ có gác lửng Trần Nhân Tông,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 32 m²,,
668,"Đường Lê Trọng Tấn, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng","3,5 triệu/tháng- 60 m2",nhà cho thuê,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 60 m²,Số tiền cọc: 3.000.000 đ,Tình trạng nội thất: Nhà trống
669,"Đường Phan Tòng, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng","1,8 triệu/tháng- 20 m2",Cho thuê phòng trọ,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 500.000 đ,
670,"K19/19, Đường Đinh Tiên Hoàng, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng","2,5 triệu/tháng- 27 m2",cho thuê phòng trọ không chung chủ,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 27 m²,Số tiền cọc: 2.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
671,"Đường Đoàn Ngọc Nhạc, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","1,8 triệu/tháng- 26 m2","Phòng trọ 26m2 đường Đô Đốc Tuyết, Hoà Xuân,Cẩm Lệ",Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 26 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
672,"Đường Lê Kim Lăng, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng","1,4 triệu/tháng- 26 m2","Phòng trọ 26m2 đường Bùi Vịnh, Cẩm Lệ",Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 26 m²,,
673,"Đường Đô Đốc Tuyết, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","1,8 triệu/tháng- 26 m2",Phòng mặt tiền 26m2 đường Đô Đốc Tuyết. Hoà Xuân,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 26 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
674,"Đường Châu Thị Vĩnh Tế, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng","6,6 triệu/tháng- 48 m2",Căn hộ full nội thất,Tin môi giới đăng 2 tháng trước,Cho thuê,Diện tích: 48 m²,Số tiền cọc: 6.600.000 đ,Tình trạng nội thất: Nội thất đầy đủ
675,"An Thượng 29, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",4 triệu/tháng- 40 m2,cho thuê căn hộ giá rẻ gần Đại học Kinh tế ĐN,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 40 m²,Số tiền cọc: 4.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
676,"An Thượng 29, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",4 triệu/tháng- 35 m2,căn hộ đẹp giá rẻ Gần Đại học Kinh tế ĐN,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 35 m²,Số tiền cọc: 4.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
677,"Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",2 triệu/tháng- 22 m2,Phòng trọ khu vực hòa an,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 22 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
678,"Đồng Trí 1, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,7 triệu/tháng- 30 m2",Nhà trọ có gác lửng,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nhà trống
679,"Đường Nam Kỳ Khởi Nghĩa, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng","4,5 triệu/tháng- 30 m2",Mình cho thuê phòng giá rẻ tại hoà quý,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 100.000 đ,Tình trạng nội thất: Nội thất đầy đủ
680,"200, Đường Nguyễn Xí, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,3 triệu/tháng- 13 m2",Cho thuê phòng trọ (Ưu tiên sinh viên),Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 13 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
681,"Đường Võ Duy Ninh, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",2 triệu/tháng- 35 m2,Cho thuê phòng trọ,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 35 m²,,Tình trạng nội thất: Nhà trống
682,"80/43, Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng","2,8 triệu/tháng- 35 m2",Cần tìm 1 bạn nữ ở ghép,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 35 m²,Số tiền cọc: 2.800.000 đ,Tình trạng nội thất: Nội thất đầy đủ
683,"Đường Nguyễn Quang Lâm, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","1,2 triệu/tháng- 25 m2",Cho thuê phòng trọ 25m2 có gác lửng sạch sẽ,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 25 m²,,
684,"K78/3, Đoàn phú tứ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",800.000 đ/tháng- 22 m2,"phòng có wc riêng, an ninh tốt",Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 22 m²,Số tiền cọc: 800.000 đ,
685,"01, Đường Chơn Tâm 9, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",2 triệu/tháng- 25 m2,"Phòng trọ giá rẻ Chơn Tâm 9, Hòa Minh, 25m2",Tin môi giới đăng 2 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 500.000 đ,
686,"Đường Lê Duẩn, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng","2,7 triệu/tháng- 45 m2",Tôi cần cho thuê phòng trọ hoặc cho ở ghép,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 45 m²,,
687,"Hoàng Diệu, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng",5 triệu/tháng- 30 m2,Cho thuê căn hộ nằm giữa trung tâm thành phố,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 3.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
688,"Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng- 20 m2","Phòng trọ giá từ 1,5 đến 2 triệu",Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,,
689,"90, Đường Nguyễn Thức Tự, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng","1,5 triệu/tháng- 20 m2","CHO THUÊ PHÒNG TRỌ CAO CẤP FPT City 𝙎𝘼𝙇𝙀 𝙊𝙁𝙁 1,5tr",Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nội thất đầy đủ
690,"KIỆT 482 TRƯNG NỮ VƯƠNG, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng","2,5 triệu/tháng- 26 m2",Cần nhượng lại phòng trọ,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 26 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nhà trống
691,"Đường Liêm Lạc 18, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","1,2 triệu/tháng- 20 m2","Phòng trọ đường Liêm Lạc 18, Hòa Xuân, Cẩm Lệ",Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,,
692,"Đường Lê Thiệt, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",850.000 đ/tháng- 15 m2,Cho thuê ptro giá sinh viên .an ninh tốt. Gần biển,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 100 đ,Tình trạng nội thất: Nhà trống
693,"Đường Đống Đa, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng","1,7 triệu/tháng- 13 m2",cho thuê phòng trọ khu vực trung tâm,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 13 m²,Số tiền cọc: 300.000 đ,Tình trạng nội thất: Nhà trống
694,"Đường Lê Thương, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng- 26 m2",Mình còn 1 phòng trọ - ĐỐI DIỆN CTY DAIWA Cần Câu,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 26 m²,Số tiền cọc: 500.000 đ,
695,"342, Đường Lê Đại Hành, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng","1,3 triệu/tháng- 20 m2",PHÒNG TRỌ CẨM LỆ BÌNH DÂN,Tin môi giới đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
696,"Đường Ngô Chi Lan, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng","1,5 triệu/tháng- 15 m2",Cho thuê phòng trọ,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 15 m²,,Tình trạng nội thất: Nội thất đầy đủ
697,"Hoàng Văn Thái, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng","1,85 tỷ/tháng- 77 m2",dãy trọ 4p,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 77 m²,,
698,"bá tùng, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",2 triệu/tháng- 30 m2,Phòng tiện ích cho thuê,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 30 m²,,
699,"Đường Cẩm Bắc 5, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng","1,5 triệu/tháng- 25 m2",Cho thuê phòng trọ sạch sẽ giá rẻ Cẩm Lệ,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 25 m²,,Tình trạng nội thất: Nhà trống
700,"2, Đường Đội Cấn, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",2 triệu/tháng- 20 m2,"Phòng cho thuê khu vực Khuê Trung, Cẩm Lệ.",Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nhà trống
701,"Hoàng Bích Sơn, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng","1,5 triệu/tháng- 50 m2",Cần tìm 1 nữ ở ghép 1tr5/1ng giá đã bao gồm điện n,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 50 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
702,"Đường 5.5 m, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng","2,5 triệu/tháng- 20 m2",Cho Thuê Phòng trọ,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,,
703,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","1,2 triệu/tháng- 25 m2",Cho thuê phòng trọ Hoà Xuân. Cẩm Lệ,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 25 m²,,Tình trạng nội thất: Nhà trống
704,"Đường Bà Bang Nhãn, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng","5,5 triệu/tháng- 100.8 m2",Cho thuê nhà mặt tiền giá rẻ,Tin môi giới đăng 2 tháng trước,Cho thuê,Diện tích: 100.8 m²,Số tiền cọc: 5.500.000 đ,Tình trạng nội thất: Nội thất đầy đủ
705,"Kiệt 1, Đường Hoàng Văn Thái, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng- 25 m2",Phòng trọ gác lửng Kiệt 1 Hoàng Văn Thái chính chủ,Tin môi giới đăng 2 tháng trước,Cho thuê,Diện tích: 25 m²,,
706,"109/42/2, Mẹ Suốt, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng- 30 m2",Phòng trọ,Tin môi giới đăng 2 tháng trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nhà trống
707,"Cẩm Nam 5, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","2,9 tỷ/tháng- 80 m2",Bán dãy trọ 5 phòng đường Cẩm Nam 5- Hoà Xuân- ĐN,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 80 m²,,
708,"20, Đường Huỳnh Ngọc Huệ, Phường An Khê, Quận Thanh Khê, Đà Nẵng","3,2 triệu/tháng- 20 m2",PHÒNG FULL NỘI THẤT - XINH XẮN - GẦN TTTP,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 3.200.000 đ,Tình trạng nội thất: Nội thất đầy đủ
709,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",2 triệu/tháng- 25 m2,Cho thuê phòng trọ và mặt bằng kinh doanh,Tin môi giới đăng 2 tháng trước,Cho thuê,Diện tích: 25 m²,,Tình trạng nội thất: Nhà trống
710,"Đường Tế Hanh, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.000 đ/tháng- 25 m2,Ptro gia re,Tin môi giới đăng 2 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
711,"15, Nguyễn Đình Trọng, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",80 triệu/tháng- 90 m2,cần sang quán nhậu lẩu nướng Hoà Khánh,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 90 m²,Số tiền cọc: 10.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
712,"08, Đường Đào Trí, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng","1,5 triệu/tháng- 15 m2",Cho thuê Phòng trọ quận hải châu,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 1.000.000 đ,
713,"Đường Điện Biên Phủ, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",2 triệu/tháng- 12 m2,Phòng trọ cho thuê,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 12 m²,,Tình trạng nội thất: Nhà trống
714,"Đường Phan Văn Định, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng- 16 m2",cho thuê phòng trọ,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 16 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
715,"Đường Đoàn Phú Tứ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","1,8 tỷ/tháng- 102 m2",Bán đất có sẵn 4 phòng trọ hiện đã cho thuê full 4,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 102 m²,,
716,"Đường K20, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng","1,99 tỷ/tháng- 77 m2",Bán dãy trọ 4 phòng 77m2 thu nhập 8tr,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 77 m²,,
717,"Thanh Thủy, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng","1,8 triệu/tháng- 20 m2",Phòng cho thuê trong nhà nguyên căn,Tin môi giới đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nhà trống
718,"97, Lý Đạo Thành, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",3 triệu/tháng- 65 m2,Cho thuê phòng trọ 97 Lý Đạo Thành,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 65 m²,Số tiền cọc: 3.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
719,"K142, Âu Cơ, Phường Hòa Hiệp Bắc, Quận Liên Chiểu, Đà Nẵng","1,8 triệu/tháng- 15 m2",Cho thuê nhà giá rẻ gần chợ hoà khánh,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nhà trống
720,"Phạm Như Xương, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",3 triệu/tháng- 100.000 m2,thu tiền 3 tháng lần. điện nước riêng,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 100000 m²,,Tình trạng nội thất: Nhà trống
721,"Đường Nguyễn Văn Linh, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng","1,2 triệu/tháng- 15 m2",Phòng trọ giá rẻ Trung Tâm Thành Phố 15m²,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 15 m²,,
722,"11A, Đường Nguyễn Xí, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,4 triệu/tháng- 20 m2","Giáp quận Thanh Khê, Liên Chiểu",Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 1.400.000 đ,Tình trạng nội thất: Nhà trống
723,"Đồng Kè, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","3,2 tỷ/tháng- 155 m2",Nhà trọ Kiệt Đồng Kè - 8 phòng,Tin môi giới đăng 2 tháng trước,Cho thuê,Diện tích: 155 m²,,Tình trạng nội thất: Nội thất đầy đủ
724,"Đường Phạm Văn Nghị, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng","1,6 triệu/tháng- 20 m2",cho thuê phòng trọ Nữ,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,,
725,"Ngay ngã 3 Trần Nam Trung và Trương Minh ký, Đường Trần Nam Trung, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","1,6 triệu/tháng- 20 m2","Phòng trọ có điều hoà, nội thất, wifi miễn phí",Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 1.600.000 đ,Tình trạng nội thất: Nội thất đầy đủ
726,"Khúc Hạo, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng","1,5 triệu/tháng- 20 m2",Còn trống mấy phòng cho thuê,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
727,"Núi Thành, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng","2,7 triệu/tháng- 34 m2",cho thuê phòng trọ gần kiến trúc. đông á,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 34 m²,Số tiền cọc: 2.700.000 đ,Tình trạng nội thất: Nhà trống
728,"Đường Khái Tây 1, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng","1,2 triệu/tháng- 20 m2","Cho thuê phòng trọ có sân rộng giá 1,2 tr/ tháng",Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
729,"Đường Trường Chinh, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng","2,2 triệu/tháng- 50 m2",Nhà cấp 4 có gác lửng,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 50 m²,,
730,"102, Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",5 triệu/tháng- 50 m2,Phòng Cho Thuê Siêu Art,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 50 m²,Số tiền cọc: 5.500.000 đ,
731,"62/2 Nguyễn Huy Tưởng, Hoà Minh , Liên Chiểu , Đà Nẵng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,6 triệu/tháng- 29 m2",Phòng trọ 29 MV đường Nguyễn Huy Tưởng,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 29 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
732,"Đường Phan Thanh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",2 triệu/tháng- 20 m2,Chính chủ cho thuê phòng trọ nữ tại 128 phan thanh,Tin môi giới đăng 2 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 2.000.000 đ,
733,"38, hải Sơn, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",1 triệu/tháng- 15 m2,Phòng trọ 15m2 đường hải Sơn Đà nẵng,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 500.000 đ,
734,"109/42/2, Mẹ Suốt, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","1,3 triệu/tháng- 30 m2",Cho thuê trọ gác lửng kiệt 109/42/2 Mẹ Suốt Liên C,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 30 m²,,Tình trạng nội thất: Nội thất đầy đủ
735,"Đường Nguyễn Quang Bích, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",1 triệu/tháng- 3 m2,Trọ con nhộng ở Hải Châu,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 3 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nội thất cao cấp
736,"Nguyễn Xuân Nhĩ, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",2 triệu/tháng- 15 m2,Phòng trọ,Tin cá nhân đăng 2 tháng trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 500 đ,Tình trạng nội thất: Nội thất đầy đủ
